id,name,site,available,ideo_Pew,cred_Pew,fake_label_Grinberg
1391,What Really Happened,whatreallyhappened.com,,,,
1392,What's the Harm,whatstheharm.net,,,,
1393,WikiIslam,wikiislam.net,,,,
1394,Wikispooks,wikispooks.com,,,,
1395,Wittheshit,wittheshit.com,,,,
1396,Woke Sloth,wokesloth.com,,,,
1397,Women are Human,womenarehuman.com,,,,
1399,WorldStarHipHop,worldstarhiphop.com,,,,
1401,Christian Broadcasting Network,www1.cbn.com,,,,
1402,YourContent,yc.news,,,,
